Timestamp,gate-name,car-type,volumn
2015-10-18,entrance0,1,2
2015-10-18,entrance0,2,2
2015-10-18,entrance0,3,2
2015-10-18,entrance0,4,1
2015-10-18,entrance0,6,1
2015-10-18,entrance1,1,1
2015-10-18,entrance1,2,4
2015-10-18,entrance1,3,2
2015-10-18,entrance1,4,1
2015-10-18,entrance1,6,1
2015-10-18,entrance2,1,4
2015-10-18,entrance2,2,2
2015-10-18,entrance2,3,3
2015-10-18,entrance3,1,5
2015-10-18,entrance3,2,6
2015-10-18,entrance3,5,1
2015-10-18,entrance4,1,2
2015-10-18,entrance4,2,4
2015-10-18,entrance4,3,3
2015-10-18,entrance4,5,1
2015-10-18,gate2,2P,2
2015-10-18,gate3,2P,6
2015-10-18,gate4,2P,2
2015-10-18,gate5,2P,6
2015-10-18,gate6,2P,6
2015-10-18,gate7,2P,4
2015-10-18,gate8,2P,8
2015-10-18,general-gate1,1,5
2015-10-18,general-gate1,2,4
2015-10-18,general-gate1,2P,4
2015-10-18,general-gate1,3,4
2015-10-18,general-gate1,5,1
2015-10-18,general-gate2,1,5
2015-10-18,general-gate2,2,4
2015-10-18,general-gate2,2P,4
2015-10-18,general-gate2,3,4
2015-10-18,general-gate2,5,1
2015-10-18,general-gate3,2P,1
2015-10-18,general-gate4,1,1
2015-10-18,general-gate4,2,3
2015-10-18,general-gate4,2P,4
2015-10-18,general-gate4,3,4
2015-10-18,general-gate4,4,1
2015-10-18,general-gate4,6,1
2015-10-18,general-gate5,1,3
2015-10-18,general-gate5,2,3
2015-10-18,general-gate5,2P,9
2015-10-18,general-gate5,3,2
2015-10-18,general-gate5,5,1
2015-10-18,general-gate6,1,4
2015-10-18,general-gate7,1,4
2015-10-18,general-gate7,2,6
2015-10-18,general-gate7,2P,8
2015-10-18,general-gate7,3,4
2015-10-18,general-gate7,4,1
2015-10-18,general-gate7,6,1
2015-10-18,ranger-base,2P,8
2015-10-18,ranger-stop0,1,5
2015-10-18,ranger-stop0,2,4
2015-10-18,ranger-stop0,2P,6
2015-10-18,ranger-stop0,3,4
2015-10-18,ranger-stop0,5,1
2015-10-18,ranger-stop1,2P,2
2015-10-18,ranger-stop2,1,5
2015-10-18,ranger-stop2,2,4
2015-10-18,ranger-stop2,2P,6
2015-10-18,ranger-stop2,3,4
2015-10-18,ranger-stop2,5,1
2015-10-18,ranger-stop3,2P,6
2015-10-18,ranger-stop4,2P,6
2015-10-18,ranger-stop5,2P,2
2015-10-18,ranger-stop6,2P,7
2015-10-18,ranger-stop7,2P,4
2015-10-19,camping0,1,1
2015-10-19,camping0,2,1
2015-10-19,camping0,2P,2
2015-10-19,camping2,1,2
2015-10-19,camping3,1,2
2015-10-19,camping4,2,2
2015-10-19,camping6,2,3
2015-10-19,entrance0,1,3
2015-10-19,entrance0,2,5
2015-10-19,entrance0,4,3
2015-10-19,entrance1,1,2
2015-10-19,entrance1,2,1
2015-10-19,entrance1,4,1
2015-10-19,entrance2,1,1
2015-10-19,entrance2,2,2
2015-10-19,entrance2,6,1
2015-10-19,entrance3,1,3
2015-10-19,entrance3,2,5
2015-10-19,entrance3,4,3
2015-10-19,entrance3,6,1
2015-10-19,entrance4,1,5
2015-10-19,entrance4,2,3
2015-10-19,entrance4,4,3
2015-10-19,gate0,2P,2
2015-10-19,gate1,2P,2
2015-10-19,gate3,2P,2
2015-10-19,gate5,2P,4
2015-10-19,gate6,2P,4
2015-10-19,gate7,2P,2
2015-10-19,gate8,2P,6
2015-10-19,general-gate1,1,3
2015-10-19,general-gate1,2,2
2015-10-19,general-gate1,2P,2
2015-10-19,general-gate1,4,3
2015-10-19,general-gate1,6,1
2015-10-19,general-gate2,1,3
2015-10-19,general-gate2,2,2
2015-10-19,general-gate2,2P,2
2015-10-19,general-gate2,4,3
2015-10-19,general-gate2,6,1
2015-10-19,general-gate4,1,2
2015-10-19,general-gate4,2,2
2015-10-19,general-gate4,2P,2
2015-10-19,general-gate5,1,4
2015-10-19,general-gate5,2,1
2015-10-19,general-gate5,2P,4
2015-10-19,general-gate5,4,3
2015-10-19,general-gate7,1,3
2015-10-19,general-gate7,2,4
2015-10-19,general-gate7,2P,2
2015-10-19,general-gate7,4,1
2015-10-19,ranger-base,2P,6
2015-10-19,ranger-stop0,1,3
2015-10-19,ranger-stop0,2,2
2015-10-19,ranger-stop0,2P,3
2015-10-19,ranger-stop0,4,3
2015-10-19,ranger-stop0,6,1
2015-10-19,ranger-stop2,1,3
2015-10-19,ranger-stop2,2,2
2015-10-19,ranger-stop2,2P,3
2015-10-19,ranger-stop2,4,3
2015-10-19,ranger-stop2,6,1
2015-10-19,ranger-stop3,2P,2
2015-10-19,ranger-stop4,2P,2
2015-10-19,ranger-stop6,2P,5
2015-10-19,ranger-stop7,2P,2
2015-10-20,camping0,1,2
2015-10-20,camping0,2,1
2015-10-20,camping0,3,2
2015-10-20,camping2,1,1
2015-10-20,camping3,1,2
2015-10-20,camping3,3,1
2015-10-20,camping6,1,2
2015-10-20,camping7,1,1
2015-10-20,camping8,2P,1
2015-10-20,entrance0,1,2
2015-10-20,entrance0,4,2
2015-10-20,entrance0,5,1
2015-10-20,entrance1,1,3
2015-10-20,entrance1,2,1
2015-10-20,entrance1,4,4
2015-10-20,entrance1,5,2
2015-10-20,entrance2,2,1
2015-10-20,entrance2,3,1
2015-10-20,entrance3,1,3
2015-10-20,entrance3,4,5
2015-10-20,entrance3,5,1
2015-10-20,entrance4,1,4
2015-10-20,entrance4,2,1
2015-10-20,entrance4,3,2
2015-10-20,entrance4,4,3
2015-10-20,entrance4,5,2
2015-10-20,gate3,2P,6
2015-10-20,gate3,4,2
2015-10-20,gate4,2P,2
2015-10-20,gate5,2P,6
2015-10-20,gate5,4,2
2015-10-20,gate6,2P,4
2015-10-20,gate6,4,2
2015-10-20,gate7,2P,4
2015-10-20,gate8,2P,6
2015-10-20,general-gate1,1,5
2015-10-20,general-gate1,2,2
2015-10-20,general-gate1,3,3
2015-10-20,general-gate1,4,3
2015-10-20,general-gate1,5,2
2015-10-20,general-gate2,1,5
2015-10-20,general-gate2,2,2
2015-10-20,general-gate2,3,3
2015-10-20,general-gate2,4,3
2015-10-20,general-gate2,5,2
2015-10-20,general-gate3,2P,1
2015-10-20,general-gate4,1,3
2015-10-20,general-gate4,2,2
2015-10-20,general-gate4,3,3
2015-10-20,general-gate4,4,3
2015-10-20,general-gate4,5,2
2015-10-20,general-gate5,1,5
2015-10-20,general-gate5,2,1
2015-10-20,general-gate5,2P,5
2015-10-20,general-gate5,3,2
2015-10-20,general-gate5,4,5
2015-10-20,general-gate5,5,2
2015-10-20,general-gate6,1,1
2015-10-20,general-gate7,1,4
2015-10-20,general-gate7,2,2
2015-10-20,general-gate7,3,3
2015-10-20,general-gate7,4,4
2015-10-20,general-gate7,5,2
2015-10-20,ranger-base,2P,6
2015-10-20,ranger-stop0,1,5
2015-10-20,ranger-stop0,2,2
2015-10-20,ranger-stop0,3,3
2015-10-20,ranger-stop0,4,3
2015-10-20,ranger-stop0,5,2
2015-10-20,ranger-stop2,1,5
2015-10-20,ranger-stop2,2,2
2015-10-20,ranger-stop2,3,3
2015-10-20,ranger-stop2,4,3
2015-10-20,ranger-stop2,5,2
2015-10-20,ranger-stop3,2P,6
2015-10-20,ranger-stop3,4,2
2015-10-20,ranger-stop5,2P,2
2015-10-20,ranger-stop6,2P,6
2015-10-20,ranger-stop6,4,2
2015-10-20,ranger-stop7,2P,4
2015-10-21,camping3,1,2
2015-10-21,camping3,2,1
2015-10-21,camping5,2,2
2015-10-21,camping6,2,2
2015-10-21,camping7,1,4
2015-10-21,camping8,2P,2
2015-10-21,entrance0,1,2
2015-10-21,entrance0,2,2
2015-10-21,entrance0,3,2
2015-10-21,entrance0,4,2
2015-10-21,entrance0,5,4
2015-10-21,entrance1,1,4
2015-10-21,entrance1,2,4
2015-10-21,entrance1,3,1
2015-10-21,entrance1,4,3
2015-10-21,entrance1,5,3
2015-10-21,entrance2,1,3
2015-10-21,entrance2,2,3
2015-10-21,entrance2,4,2
2015-10-21,entrance3,1,4
2015-10-21,entrance3,2,1
2015-10-21,entrance3,3,3
2015-10-21,entrance3,4,1
2015-10-21,entrance4,1,1
2015-10-21,entrance4,2,3
2015-10-21,entrance4,5,3
2015-10-21,gate3,2P,4
2015-10-21,gate4,2P,4
2015-10-21,gate5,2P,4
2015-10-21,gate8,2P,4
2015-10-21,general-gate1,1,4
2015-10-21,general-gate1,2,6
2015-10-21,general-gate1,4,2
2015-10-21,general-gate1,5,3
2015-10-21,general-gate2,1,4
2015-10-21,general-gate2,2,6
2015-10-21,general-gate2,4,2
2015-10-21,general-gate2,5,3
2015-10-21,general-gate3,2P,2
2015-10-21,general-gate4,1,1
2015-10-21,general-gate4,2,4
2015-10-21,general-gate4,4,2
2015-10-21,general-gate4,5,3
2015-10-21,general-gate5,1,2
2015-10-21,general-gate5,2,4
2015-10-21,general-gate5,2P,2
2015-10-21,general-gate5,5,3
2015-10-21,general-gate6,1,4
2015-10-21,general-gate7,1,2
2015-10-21,general-gate7,2,6
2015-10-21,general-gate7,3,1
2015-10-21,general-gate7,4,3
2015-10-21,general-gate7,5,3
2015-10-21,ranger-base,2P,4
2015-10-21,ranger-stop0,1,4
2015-10-21,ranger-stop0,2,6
2015-10-21,ranger-stop0,4,2
2015-10-21,ranger-stop0,5,3
2015-10-21,ranger-stop2,1,4
2015-10-21,ranger-stop2,2,6
2015-10-21,ranger-stop2,4,2
2015-10-21,ranger-stop2,5,3
2015-10-21,ranger-stop3,2P,4
2015-10-21,ranger-stop5,2P,4
2015-10-21,ranger-stop6,2P,4
2015-10-22,camping2,2P,2
2015-10-22,camping3,1,4
2015-10-22,camping3,3,1
2015-10-22,camping4,2,2
2015-10-22,camping6,1,2
2015-10-22,camping6,3,2
2015-10-22,camping7,1,2
2015-10-22,camping7,3,1
2015-10-22,camping8,2P,2
2015-10-22,entrance0,1,2
2015-10-22,entrance0,2,3
2015-10-22,entrance0,3,4
2015-10-22,entrance0,4,5
2015-10-22,entrance1,1,6
2015-10-22,entrance1,2,2
2015-10-22,entrance1,3,2
2015-10-22,entrance1,4,1
2015-10-22,entrance1,5,1
2015-10-22,entrance2,1,5
2015-10-22,entrance2,2,1
2015-10-22,entrance2,3,6
2015-10-22,entrance2,4,2
2015-10-22,entrance2,5,1
2015-10-22,entrance3,1,3
2015-10-22,entrance3,2,2
2015-10-22,entrance3,3,3
2015-10-22,entrance4,1,2
2015-10-22,entrance4,2,2
2015-10-22,entrance4,3,5
2015-10-22,entrance4,5,2
2015-10-22,gate3,2P,8
2015-10-22,gate4,2P,4
2015-10-22,gate5,2P,7
2015-10-22,gate6,2P,3
2015-10-22,gate8,2P,8
2015-10-22,general-gate1,1,7
2015-10-22,general-gate1,2,3
2015-10-22,general-gate1,2P,1
2015-10-22,general-gate1,3,8
2015-10-22,general-gate1,4,2
2015-10-22,general-gate1,5,1
2015-10-22,general-gate2,1,7
2015-10-22,general-gate2,2,3
2015-10-22,general-gate2,2P,1
2015-10-22,general-gate2,3,8
2015-10-22,general-gate2,4,2
2015-10-22,general-gate2,5,1
2015-10-22,general-gate3,2P,2
2015-10-22,general-gate4,1,6
2015-10-22,general-gate4,3,2
2015-10-22,general-gate4,4,1
2015-10-22,general-gate4,5,1
2015-10-22,general-gate5,1,3
2015-10-22,general-gate5,2,2
2015-10-22,general-gate5,2P,5
2015-10-22,general-gate5,3,5
2015-10-22,general-gate5,5,1
2015-10-22,general-gate6,1,2
2015-10-22,general-gate6,3,1
2015-10-22,general-gate7,1,8
2015-10-22,general-gate7,2P,2
2015-10-22,general-gate7,3,3
2015-10-22,general-gate7,4,1
2015-10-22,general-gate7,5,1
2015-10-22,ranger-base,2P,8
2015-10-22,ranger-stop0,1,7
2015-10-22,ranger-stop0,2,3
2015-10-22,ranger-stop0,2P,1
2015-10-22,ranger-stop0,3,8
2015-10-22,ranger-stop0,4,2
2015-10-22,ranger-stop0,5,1
2015-10-22,ranger-stop2,1,7
2015-10-22,ranger-stop2,2,3
2015-10-22,ranger-stop2,2P,2
2015-10-22,ranger-stop2,3,8
2015-10-22,ranger-stop2,4,2
2015-10-22,ranger-stop2,5,1
2015-10-22,ranger-stop3,2P,8
2015-10-22,ranger-stop5,2P,4
2015-10-22,ranger-stop6,2P,9
2015-10-23,camping0,1,1
2015-10-23,camping0,2,1
2015-10-23,camping0,3,3
2015-10-23,camping2,1,2
2015-10-23,camping2,3,2
2015-10-23,camping3,1,2
2015-10-23,camping4,1,1
2015-10-23,camping5,3,2
2015-10-23,camping7,3,1
2015-10-23,camping8,2P,2
2015-10-23,entrance0,1,2
2015-10-23,entrance0,2,1
2015-10-23,entrance0,3,2
2015-10-23,entrance0,4,2
2015-10-23,entrance0,6,1
2015-10-23,entrance1,1,1
2015-10-23,entrance1,2,3
2015-10-23,entrance1,3,3
2015-10-23,entrance2,1,3
2015-10-23,entrance2,2,5
2015-10-23,entrance2,3,2
2015-10-23,entrance2,4,2
2015-10-23,entrance2,5,1
2015-10-23,entrance3,1,2
2015-10-23,entrance3,2,4
2015-10-23,entrance3,3,5
2015-10-23,entrance3,4,1
2015-10-23,entrance3,5,2
2015-10-23,entrance3,6,1
2015-10-23,entrance4,1,2
2015-10-23,entrance4,2,2
2015-10-23,entrance4,3,4
2015-10-23,entrance4,4,3
2015-10-23,entrance4,5,1
2015-10-23,gate2,2P,2
2015-10-23,gate3,2P,4
2015-10-23,gate4,2P,4
2015-10-23,gate5,2P,4
2015-10-23,gate6,2P,2
2015-10-23,gate7,2P,2
2015-10-23,gate8,2P,4
2015-10-23,general-gate1,1,3
2015-10-23,general-gate1,2,7
2015-10-23,general-gate1,2P,2
2015-10-23,general-gate1,3,7
2015-10-23,general-gate1,4,3
2015-10-23,general-gate1,5,2
2015-10-23,general-gate2,1,3
2015-10-23,general-gate2,2,7
2015-10-23,general-gate2,2P,2
2015-10-23,general-gate2,3,7
2015-10-23,general-gate2,4,3
2015-10-23,general-gate2,5,2
2015-10-23,general-gate3,2P,2
2015-10-23,general-gate4,1,5
2015-10-23,general-gate4,2,4
2015-10-23,general-gate4,2P,2
2015-10-23,general-gate4,3,6
2015-10-23,general-gate5,1,1
2015-10-23,general-gate5,2,2
2015-10-23,general-gate5,2P,4
2015-10-23,general-gate5,3,5
2015-10-23,general-gate5,4,2
2015-10-23,general-gate5,5,1
2015-10-23,general-gate6,3,1
2015-10-23,general-gate7,1,7
2015-10-23,general-gate7,2,4
2015-10-23,general-gate7,2P,3
2015-10-23,general-gate7,3,10
2015-10-23,ranger-base,2P,4
2015-10-23,ranger-stop0,1,3
2015-10-23,ranger-stop0,2,7
2015-10-23,ranger-stop0,2P,3
2015-10-23,ranger-stop0,3,7
2015-10-23,ranger-stop0,4,3
2015-10-23,ranger-stop0,5,2
2015-10-23,ranger-stop1,2P,2
2015-10-23,ranger-stop2,1,3
2015-10-23,ranger-stop2,2,7
2015-10-23,ranger-stop2,2P,3
2015-10-23,ranger-stop2,3,7
2015-10-23,ranger-stop2,4,3
2015-10-23,ranger-stop2,5,2
2015-10-23,ranger-stop3,2P,4
2015-10-23,ranger-stop4,2P,2
2015-10-23,ranger-stop5,2P,4
2015-10-23,ranger-stop6,2P,5
2015-10-23,ranger-stop7,2P,2
2015-10-24,camping0,2,3
2015-10-24,camping0,3,1
2015-10-24,camping2,1,1
2015-10-24,camping2,3,1
2015-10-24,camping4,2,1
2015-10-24,camping4,2P,2
2015-10-24,camping5,1,1
2015-10-24,camping5,2,1
2015-10-24,camping5,3,2
2015-10-24,camping7,1,2
2015-10-24,camping7,2,2
2015-10-24,camping8,1,1
2015-10-24,camping8,3,2
2015-10-24,entrance0,1,7
2015-10-24,entrance0,2,5
2015-10-24,entrance0,3,3
2015-10-24,entrance0,5,1
2015-10-24,entrance1,1,2
2015-10-24,entrance1,2,3
2015-10-24,entrance1,3,3
2015-10-24,entrance1,4,1
2015-10-24,entrance2,1,4
2015-10-24,entrance2,2,5
2015-10-24,entrance2,3,3
2015-10-24,entrance2,4,2
2015-10-24,entrance2,5,1
2015-10-24,entrance3,1,1
2015-10-24,entrance3,2,7
2015-10-24,entrance3,3,1
2015-10-24,entrance3,4,2
2015-10-24,entrance4,1,2
2015-10-24,entrance4,2,3
2015-10-24,entrance4,4,1
2015-10-24,gate0,2P,1
2015-10-24,gate1,2P,1
2015-10-24,gate2,2P,2
2015-10-24,gate5,2P,1
2015-10-24,gate6,2P,1
2015-10-24,gate8,2P,2
2015-10-24,general-gate1,1,5
2015-10-24,general-gate1,2,6
2015-10-24,general-gate1,2P,1
2015-10-24,general-gate1,3,3
2015-10-24,general-gate1,4,3
2015-10-24,general-gate1,5,1
2015-10-24,general-gate2,1,5
2015-10-24,general-gate2,2,6
2015-10-24,general-gate2,2P,1
2015-10-24,general-gate2,3,3
2015-10-24,general-gate2,4,3
2015-10-24,general-gate2,5,1
2015-10-24,general-gate3,1,1
2015-10-24,general-gate3,3,1
2015-10-24,general-gate4,1,3
2015-10-24,general-gate4,2,2
2015-10-24,general-gate4,3,4
2015-10-24,general-gate4,4,1
2015-10-24,general-gate5,1,3
2015-10-24,general-gate5,2,3
2015-10-24,general-gate5,2P,1
2015-10-24,general-gate5,4,1
2015-10-24,general-gate6,1,2
2015-10-24,general-gate6,2,2
2015-10-24,general-gate7,1,4
2015-10-24,general-gate7,2,5
2015-10-24,general-gate7,2P,3
2015-10-24,general-gate7,3,5
2015-10-24,general-gate7,4,1
2015-10-24,ranger-base,2P,2
2015-10-24,ranger-stop0,1,5
2015-10-24,ranger-stop0,2,6
2015-10-24,ranger-stop0,2P,2
2015-10-24,ranger-stop0,3,3
2015-10-24,ranger-stop0,4,3
2015-10-24,ranger-stop0,5,1
2015-10-24,ranger-stop1,2P,2
2015-10-24,ranger-stop2,1,5
2015-10-24,ranger-stop2,2,6
2015-10-24,ranger-stop2,2P,1
2015-10-24,ranger-stop2,3,3
2015-10-24,ranger-stop2,4,3
2015-10-24,ranger-stop2,5,1
2015-10-24,ranger-stop4,2P,2
2015-10-24,ranger-stop6,2P,1
2015-10-25,camping0,1,2
2015-10-25,camping2,3,2
2015-10-25,camping3,3,1
2015-10-25,camping4,2,4
2015-10-25,camping5,1,2
2015-10-25,camping5,2,4
2015-10-25,camping5,3,1
2015-10-25,camping7,1,4
2015-10-25,entrance0,1,6
2015-10-25,entrance0,2,1
2015-10-25,entrance0,3,3
2015-10-25,entrance0,4,2
2015-10-25,entrance1,1,3
2015-10-25,entrance1,2,2
2015-10-25,entrance1,4,2
2015-10-25,entrance1,5,3
2015-10-25,entrance2,1,1
2015-10-25,entrance2,2,6
2015-10-25,entrance2,3,2
2015-10-25,entrance2,4,3
2015-10-25,entrance2,5,1
2015-10-25,entrance3,1,5
2015-10-25,entrance3,2,4
2015-10-25,entrance3,3,1
2015-10-25,entrance3,4,2
2015-10-25,entrance3,5,3
2015-10-25,entrance4,1,4
2015-10-25,entrance4,2,5
2015-10-25,entrance4,3,4
2015-10-25,entrance4,4,1
2015-10-25,entrance4,5,3
2015-10-25,gate3,2P,2
2015-10-25,gate5,2P,2
2015-10-25,gate6,2P,2
2015-10-25,gate7,2P,2
2015-10-25,gate8,2P,4
2015-10-25,general-gate1,1,7
2015-10-25,general-gate1,2,7
2015-10-25,general-gate1,2P,2
2015-10-25,general-gate1,3,4
2015-10-25,general-gate1,4,4
2015-10-25,general-gate1,5,2
2015-10-25,general-gate2,1,7
2015-10-25,general-gate2,2,7
2015-10-25,general-gate2,2P,2
2015-10-25,general-gate2,3,4
2015-10-25,general-gate2,4,4
2015-10-25,general-gate2,5,2
2015-10-25,general-gate4,1,5
2015-10-25,general-gate4,2,7
2015-10-25,general-gate4,2P,2
2015-10-25,general-gate4,3,3
2015-10-25,general-gate4,4,2
2015-10-25,general-gate4,5,1
2015-10-25,general-gate5,1,6
2015-10-25,general-gate5,2,3
2015-10-25,general-gate5,2P,4
2015-10-25,general-gate5,3,3
2015-10-25,general-gate5,4,1
2015-10-25,general-gate5,5,2
2015-10-25,general-gate6,1,4
2015-10-25,general-gate7,1,7
2015-10-25,general-gate7,2,10
2015-10-25,general-gate7,2P,2
2015-10-25,general-gate7,3,4
2015-10-25,general-gate7,4,2
2015-10-25,general-gate7,5,3
2015-10-25,ranger-base,2P,4
2015-10-25,ranger-stop0,1,7
2015-10-25,ranger-stop0,2,7
2015-10-25,ranger-stop0,2P,3
2015-10-25,ranger-stop0,3,4
2015-10-25,ranger-stop0,4,4
2015-10-25,ranger-stop0,5,2
2015-10-25,ranger-stop2,1,7
2015-10-25,ranger-stop2,2,7
2015-10-25,ranger-stop2,2P,3
2015-10-25,ranger-stop2,3,4
2015-10-25,ranger-stop2,4,4
2015-10-25,ranger-stop2,5,2
2015-10-25,ranger-stop3,2P,2
2015-10-25,ranger-stop4,2P,2
2015-10-25,ranger-stop6,2P,2
2015-10-25,ranger-stop7,2P,2
2015-10-26,camping0,1,1
2015-10-26,camping1,1,2
2015-10-26,camping2,3,1
2015-10-26,camping3,1,4
2015-10-26,camping3,2,1
2015-10-26,camping5,1,1
2015-10-26,camping5,2,1
2015-10-26,camping6,1,4
2015-10-26,camping7,1,1
2015-10-26,camping8,2P,3
2015-10-26,entrance0,1,3
2015-10-26,entrance0,3,4
2015-10-26,entrance0,4,1
2015-10-26,entrance0,6,1
2015-10-26,entrance1,1,2
2015-10-26,entrance1,2,1
2015-10-26,entrance1,3,3
2015-10-26,entrance1,4,1
2015-10-26,entrance1,5,2
2015-10-26,entrance1,6,2
2015-10-26,entrance2,1,3
2015-10-26,entrance2,2,4
2015-10-26,entrance2,4,2
2015-10-26,entrance2,6,1
2015-10-26,entrance3,1,5
2015-10-26,entrance3,2,3
2015-10-26,entrance3,3,2
2015-10-26,entrance3,4,2
2015-10-26,entrance3,5,2
2015-10-26,entrance3,6,2
2015-10-26,entrance4,1,4
2015-10-26,entrance4,2,4
2015-10-26,entrance4,3,2
2015-10-26,entrance4,4,2
2015-10-26,entrance4,6,2
2015-10-26,gate2,2P,2
2015-10-26,gate3,2P,2
2015-10-26,gate4,2P,2
2015-10-26,gate5,2P,4
2015-10-26,gate6,2P,4
2015-10-26,gate7,2P,2
2015-10-26,gate8,2P,4
2015-10-26,general-gate0,1,1
2015-10-26,general-gate1,1,8
2015-10-26,general-gate1,2,6
2015-10-26,general-gate1,2P,2
2015-10-26,general-gate1,3,2
2015-10-26,general-gate1,4,4
2015-10-26,general-gate1,6,3
2015-10-26,general-gate2,1,8
2015-10-26,general-gate2,2,6
2015-10-26,general-gate2,2P,2
2015-10-26,general-gate2,3,2
2015-10-26,general-gate2,4,4
2015-10-26,general-gate2,6,3
2015-10-26,general-gate3,2P,1
2015-10-26,general-gate4,1,4
2015-10-26,general-gate4,2,3
2015-10-26,general-gate4,2P,2
2015-10-26,general-gate4,3,1
2015-10-26,general-gate4,4,1
2015-10-26,general-gate4,6,2
2015-10-26,general-gate5,1,6
2015-10-26,general-gate5,2,3
2015-10-26,general-gate5,2P,5
2015-10-26,general-gate5,3,2
2015-10-26,general-gate5,4,2
2015-10-26,general-gate5,6,2
2015-10-26,general-gate6,1,1
2015-10-26,general-gate7,1,6
2015-10-26,general-gate7,2,3
2015-10-26,general-gate7,2P,5
2015-10-26,general-gate7,3,2
2015-10-26,general-gate7,4,1
2015-10-26,general-gate7,5,2
2015-10-26,general-gate7,6,2
2015-10-26,ranger-base,2P,4
2015-10-26,ranger-stop0,1,8
2015-10-26,ranger-stop0,2,6
2015-10-26,ranger-stop0,2P,3
2015-10-26,ranger-stop0,3,2
2015-10-26,ranger-stop0,4,4
2015-10-26,ranger-stop0,6,3
2015-10-26,ranger-stop1,2P,2
2015-10-26,ranger-stop2,1,8
2015-10-26,ranger-stop2,2,6
2015-10-26,ranger-stop2,2P,3
2015-10-26,ranger-stop2,3,2
2015-10-26,ranger-stop2,4,4
2015-10-26,ranger-stop2,6,3
2015-10-26,ranger-stop3,2P,2
2015-10-26,ranger-stop4,2P,4
2015-10-26,ranger-stop5,2P,2
2015-10-26,ranger-stop6,2P,5
2015-10-26,ranger-stop7,2P,2
2015-10-27,camping1,1,2
2015-10-27,camping2,1,2
2015-10-27,camping3,3,1
2015-10-27,camping4,2,1
2015-10-27,camping5,2,1
2015-10-27,camping6,1,2
2015-10-27,camping7,2P,2
2015-10-27,camping8,2P,1
2015-10-27,camping8,3,2
2015-10-27,entrance0,1,1
2015-10-27,entrance0,2,1
2015-10-27,entrance0,3,1
2015-10-27,entrance0,4,2
2015-10-27,entrance0,5,1
2015-10-27,entrance1,1,2
2015-10-27,entrance1,2,3
2015-10-27,entrance1,3,2
2015-10-27,entrance1,4,3
2015-10-27,entrance2,1,6
2015-10-27,entrance2,2,1
2015-10-27,entrance2,3,3
2015-10-27,entrance2,4,1
2015-10-27,entrance2,5,1
2015-10-27,entrance3,1,4
2015-10-27,entrance3,2,4
2015-10-27,entrance3,3,2
2015-10-27,entrance3,4,2
2015-10-27,entrance4,1,3
2015-10-27,entrance4,2,3
2015-10-27,entrance4,3,1
2015-10-27,entrance4,4,4
2015-10-27,entrance4,5,2
2015-10-27,gate3,2P,4
2015-10-27,gate4,2P,2
2015-10-27,gate5,2P,4
2015-10-27,gate6,2P,2
2015-10-27,gate7,2P,2
2015-10-27,gate8,2P,6
2015-10-27,general-gate0,1,1
2015-10-27,general-gate1,1,5
2015-10-27,general-gate1,2,4
2015-10-27,general-gate1,3,4
2015-10-27,general-gate1,4,3
2015-10-27,general-gate1,5,1
2015-10-27,general-gate2,1,5
2015-10-27,general-gate2,2,4
2015-10-27,general-gate2,3,4
2015-10-27,general-gate2,4,3
2015-10-27,general-gate2,5,1
2015-10-27,general-gate3,2P,1
2015-10-27,general-gate4,1,1
2015-10-27,general-gate4,2,3
2015-10-27,general-gate4,3,2
2015-10-27,general-gate4,4,3
2015-10-27,general-gate5,1,1
2015-10-27,general-gate5,2,3
2015-10-27,general-gate5,2P,3
2015-10-27,general-gate5,4,3
2015-10-27,general-gate5,5,1
2015-10-27,general-gate6,2P,2
2015-10-27,general-gate7,1,2
2015-10-27,general-gate7,2,5
2015-10-27,general-gate7,3,3
2015-10-27,general-gate7,4,3
2015-10-27,ranger-base,2P,6
2015-10-27,ranger-stop0,1,5
2015-10-27,ranger-stop0,2,4
2015-10-27,ranger-stop0,3,4
2015-10-27,ranger-stop0,4,3
2015-10-27,ranger-stop0,5,1
2015-10-27,ranger-stop2,1,5
2015-10-27,ranger-stop2,2,4
2015-10-27,ranger-stop2,3,4
2015-10-27,ranger-stop2,4,3
2015-10-27,ranger-stop2,5,1
2015-10-27,ranger-stop3,2P,4
2015-10-27,ranger-stop5,2P,2
2015-10-27,ranger-stop6,2P,4
2015-10-27,ranger-stop7,2P,2
2015-10-28,camping2,2P,2
2015-10-28,camping3,2,2
2015-10-28,camping4,2,2
2015-10-28,camping5,1,2
2015-10-28,camping5,2,1
2015-10-28,camping5,3,1
2015-10-28,camping8,2,2
2015-10-28,camping8,2P,2
2015-10-28,entrance0,1,2
2015-10-28,entrance0,2,3
2015-10-28,entrance0,3,2
2015-10-28,entrance0,4,2
2015-10-28,entrance0,6,1
2015-10-28,entrance1,1,4
2015-10-28,entrance1,3,1
2015-10-28,entrance1,4,2
2015-10-28,entrance2,1,5
2015-10-28,entrance2,2,4
2015-10-28,entrance2,3,1
2015-10-28,entrance2,4,3
2015-10-28,entrance2,6,1
2015-10-28,entrance3,1,2
2015-10-28,entrance3,2,2
2015-10-28,entrance3,4,1
2015-10-28,entrance3,6,2
2015-10-28,entrance4,1,5
2015-10-28,entrance4,2,4
2015-10-28,entrance4,3,1
2015-10-28,gate0,2P,1
2015-10-28,gate1,2P,1
2015-10-28,gate3,2P,4
